,MAL_ID,Genres,Type,Episodes,Rating,Popularity,Cleaned_Name,Year_Premiered,Duration_in_Minutes
401,42203,"Psychological, Drama, Thriller, Fantasy",TV,12,R - 17+ (violence & profanity),399,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,2021,28.0
402,31636,"Comedy, Shounen, Slice of Life",TV,12,PG-13 - Teens 13 or older,400,Dagashi Kashi,2016,24.0
403,23673,"Comedy, Romance, School, Shoujo",TV,12,PG-13 - Teens 13 or older,402,Wolf Girl & Black Prince,2014,24.0
404,39551,"Comedy, Fantasy",TV,12,PG-13 - Teens 13 or older,402,That Time I Got Reincarnated as a Slime Season 2,2021,23.0
405,34662,"Action, Supernatural, Drama, Magic, Fantasy",TV,25,R - 17+ (violence & profanity),402,Fate/Apocrypha,2017,23.0
406,232,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,PG - Children,405,Cardcaptor Sakura,1998,25.0
407,513,"Adventure, Fantasy, Romance, Sci-Fi",Movie,1,PG - Children,405,Castle in the Sky,1986,125.0
408,31953,"Game, Slice of Life, Comedy",TV,12,PG-13 - Teens 13 or older,406,New Game!,2016,24.0
409,34881,"Comedy, Romance, School, Shounen",TV,12,PG-13 - Teens 13 or older,406,AHO-GIRL,2017,12.0
410,9656,"Slice of Life, Drama, Romance, School, Shoujo",TV,12,PG-13 - Teens 13 or older,409,Kimi ni Todoke:From Me To You 2,2011,23.0
411,19221,"Harem, Comedy, Romance, School",TV,10,PG-13 - Teens 13 or older,410,My Mental Choices Are Completely Interfering With My School Romantic Comedy,2013,24.0
412,34497,"Adventure, Fantasy, Harem",TV,12,PG-13 - Teens 13 or older,411,Death March to the Parallel World Rhapsody,2018,23.0
413,34403,"Comedy, Ecchi, Romance, School, Shounen",TV,10,R+ - Mild Nudity,412,My First Girlfriend is a Gal,2017,23.0
414,11319,"Adventure, Magic, Romance, Ecchi, Fantasy",TV,12,PG-13 - Teens 13 or older,412,The Familiar of Zero F,2012,24.0
415,12549,"Comedy, Supernatural, Romance, Ecchi",TV,12,R+ - Mild Nudity,414,"So, I Can't Play H! (2012)",2012,25.0
416,36407,"Action, Comedy, Magic, Romance, Fantasy",TV,12,PG-13 - Teens 13 or older,415,Wise Man's Grandchild,2019,23.0
417,21843,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",TV,12,R - 17+ (violence & profanity),416,Rage of Bahamut:Genesis,2014,24.0
418,10161,"Action, Sci-Fi, Mystery, Drama",TV,11,R - 17+ (violence & profanity),419,No. 6,2011,23.0
419,4063,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,R+ - Mild Nudity,419,Sekirei,2008,23.0
420,552,"Action, Adventure, Comedy, Fantasy, Kids",TV,54,PG - Children,419,Digimon:Digital Monsters,1999,24.0
421,467,"Action, Military, Sci-Fi, Police, Mecha, Seinen",TV,26,R - 17+ (violence & profanity),419,Ghost in the Shell:Stand Alone Complex,2002,25.0
422,27989,"Music, School, Drama",TV,13,PG-13 - Teens 13 or older,420,Sound! Euphonium,2015,23.0
423,7817,"Comedy, Ecchi, Romance, School, Seinen",TV,12,R+ - Mild Nudity,423,Yamada's First Time:B Gata H Kei,2010,24.0
424,10080,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,PG-13 - Teens 13 or older,423,The World God Only Knows II,2011,23.0
425,2593,"Action, Mystery, Supernatural, Thriller",Movie,1,R - 17+ (violence & profanity),425,the Garden of sinners Chapter 1:Overlooking View,2007,50.0
426,21855,"Mystery, Comedy, Supernatural",TV,5,R - 17+ (violence & profanity),426,Hanamonogatari,2014,25.0
427,25159,"Harem, Slice of Life, Comedy, Supernatural, Romance, School",TV,12,PG-13 - Teens 13 or older,429,When Supernatural Battles Became Commonplace,2014,24.0
428,25781,"Action, Fantasy, Shoujo",OVA,2,R - 17+ (violence & profanity),430,Shingeki no Kyojin: Kuinaki Sentaku,2014,27.0
429,150,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",TV,50,R - 17+ (violence & profanity),431,Blood+,2005,24.0
430,13161,"Action, Super Power, Ecchi, Fantasy",TV,12,R+ - Mild Nudity,431,Aesthetica of a Rogue Hero,2012,24.0
431,35972,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",TV,51,PG-13 - Teens 13 or older,432,Fairy Tail Final Series,2018,23.0
432,10790,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",TV,10,R - 17+ (violence & profanity),432,Is this A Zombie? of the Dead,2012,24.0
433,28755,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,PG-13 - Teens 13 or older,433,Boruto:Naruto the Movie,2015,95.0
434,33988,"Comedy, Vampire, Fantasy, School, Seinen",TV,12,PG-13 - Teens 13 or older,435,Interviews With Monster Girls,2017,23.0
435,12445,"Horror, Mystery, Romance, School, Shounen, Supernatural",TV,12,R - 17+ (violence & profanity),436,Dusk Maiden of Amnesia,2012,23.0
436,41389,"Comedy, Romance, Shounen",TV,12,PG-13 - Teens 13 or older,437,TONIKAWA:Over the Moon For You,2020,23.0
437,37976,"Comedy, Music, Supernatural",TV,12,R - 17+ (violence & profanity),437,Zombie Land Saga,2018,23.0
438,40540,"Action, Game, Adventure, Romance, Fantasy",TV,11,R - 17+ (violence & profanity),437,Sword Art Online Alicization War of Underworld Part 2,2020,24.0
439,31737,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",TV,12,PG-13 - Teens 13 or older,438,The Asterisk War Season 2,2016,24.0
440,39535,"Drama, Magic, Fantasy",TV,11,R - 17+ (violence & profanity),438,Mushoku Tensei:Jobless Reincarnation,2021,23.0
441,8516,"Comedy, Romance, School, Super Power",TV,13,PG-13 - Teens 13 or older,439,Baka & Test – Summon the Beasts 2,2011,24.0
442,28025,"Mystery, Comedy, Supernatural, Ecchi",TV,4,R - 17+ (violence & profanity),440,Tsukimonogatari,2014,24.0
443,20031,"Game, Comedy, School, Seinen",TV,12,PG-13 - Teens 13 or older,441,D-Frag!,2014,24.0
444,32887,"Action, Adventure, Fantasy",TV,12,PG-13 - Teens 13 or older,443,Sword Oratoria:Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,2017,25.0
445,40010,"Comedy, Ecchi, Fantasy",TV,12,R+ - Mild Nudity,444,Interspecies Reviewers,2020,23.0
446,32093,"Slice of Life, Comedy, School",TV,12,PG-13 - Teens 13 or older,446,Tanaka-kun is Always Listless (2016),2016,24.0
447,20853,"Action, Adventure, Comedy, Romance, Fantasy",TV,12,R - 17+ (violence & profanity),447,Chaika -The Coffin Princess-,2014,24.0
448,27831,"Action, Mystery, Supernatural",TV,12,R - 17+ (violence & profanity),448,Durarara!! x2 Ten,2015,24.0
449,31758,"Action, Mystery, Supernatural, Vampire",Movie,1,R - 17+ (violence & profanity),448,Kizumonogatari III: Reiketsu-hen,2017,83.0
450,8630,"Action, Comedy, Romance, School",TV,12,PG-13 - Teens 13 or older,450,Aria the Scarlet Ammo,2011,24.0
451,22265,"Slice of Life, Comedy, Sports, Drama, School",TV,13,PG-13 - Teens 13 or older,450,Free! - Eternal Summer,2014,24.0
452,34281,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,R+ - Mild Nudity,453,High School DxD Hero,2018,23.0
453,29095,"Drama, Harem, Psychological, Romance",TV,10,R+ - Mild Nudity,453,The Eden of Grisaia,2015,24.0
454,7785,"Mystery, Comedy, Psychological, Romance",TV,11,R - 17+ (violence & profanity),454,The Tatami Galaxy,2010,23.0
455,28805,"Adventure, Supernatural",Movie,1,PG-13 - Teens 13 or older,455,The Boy and the Beast,2015,119.0
456,11433,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12,PG-13 - Teens 13 or older,455,Waiting in the Summer,2012,23.0
457,34798,"Slice of Life, Comedy",TV,12,PG-13 - Teens 13 or older,457,Laid-Back Camp (2018),2018,23.0
458,21405,"Slice of Life, Comedy, Romance, School, Seinen",TV,12,PG-13 - Teens 13 or older,458,The Kawai Complex Guide to Manors and Hostel Behavior,2014,24.0
459,12293,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV,13,PG-13 - Teens 13 or older,459,Campione!,2012,24.0
460,18247,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",TV,12,PG-13 - Teens 13 or older,460,Infinite Stratos 2,2013,24.0
461,31757,"Action, Mystery, Supernatural, Vampire",Movie,1,R - 17+ (violence & profanity),460,Kizumonogatari Part 2:Nekketsu,2016,64.0
462,35557,"Action, Drama, Fantasy, Mystery, Seinen",TV,12,PG-13 - Teens 13 or older,462,Land of the Lustrous,2017,24.0
463,4752,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,PG-13 - Teens 13 or older,464,Vampire Knight:Guilty,2008,24.0
464,6114,"Drama, Historical, Seinen, Thriller",TV,26,R - 17+ (violence & profanity),466,Rainbow,2010,22.0
465,11285,"Action, Drama, School, Slice of Life",TV,8,PG-13 - Teens 13 or older,466,Black Rock Shooter,2012,23.0
466,28249,"Action, Adventure, Drama, Fantasy, Historical, Shounen",TV,25,R - 17+ (violence & profanity),467,The Heroic Legend of Arslan (2015),2015,24.0
467,38656,"Action, Sci-Fi, Mystery, Super Power, Shounen",TV,11,R - 17+ (violence & profanity),467,Darwin's Game,2020,26.0
468,40454,"Action, Adventure, Comedy, Romance, Fantasy",TV,12,PG-13 - Teens 13 or older,469,Is It Wrong to Try to Pick Up Girls in a Dungeon? III,2020,24.0
469,38003,"Action, Mystery, Seinen, Super Power, Supernatural",TV,12,R - 17+ (violence & profanity),469,Bungou Stray Dogs 3rd Season,2019,23.0
470,18397,"Action, Super Power, Drama, Fantasy, Shounen",OVA,3,R - 17+ (violence & profanity),469,Shingeki no Kyojin OVA,2013,23.0
471,34451,"Action, Comedy, Fantasy, Shounen, Super Power, Supernatural, Vampire",TV,12,R - 17+ (violence & profanity),470,Blood Blockade Battlefront & Beyond,2017,24.0
472,3470,"Comedy, Romance, School, Shoujo",TV,24,PG-13 - Teens 13 or older,472,Special A (S.A),2008,24.0
473,20541,"Slice of Life, Comedy, Romance, School",TV,12,PG-13 - Teens 13 or older,473,Engaged to the Unidentified,2014,23.0
474,857,"Action, Comedy, Ecchi, Shounen, Sports",TV,25,R+ - Mild Nudity,474,Air Gear,2006,24.0
475,27833,"Action, Mystery, Supernatural",TV,12,R - 17+ (violence & profanity),474,Durarara!! x2 Ketsu,2016,24.0
476,32686,"Action, Sports, Ecchi, Shounen",TV,12,PG-13 - Teens 13 or older,474,Keijo!!!!!!!!,2016,23.0
477,154,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,64,PG-13 - Teens 13 or older,477,Shaman King,2001,23.0
478,8795,"Action, Comedy, Parody, Supernatural, Ecchi",TV,13,R - 17+ (violence & profanity),478,Panty & Stocking with Garterbelt,2010,23.0
479,16417,"Slice of Life, Comedy",TV,12,PG-13 - Teens 13 or older,478,Tamako Market,2013,23.0
480,17549,"Comedy, School, Seinen, Slice of Life",TV,12,PG-13 - Teens 13 or older,481,Non Non Biyori,2013,24.0
481,16049,"Action, Sci-Fi, Super Power",TV,24,R - 17+ (violence & profanity),482,A Certain Scientific Railgun S,2013,24.0
482,22145,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",TV,10,R - 17+ (violence & profanity),482,Black Butler:Book of Circus,2014,24.0
483,32899,"Harem, Comedy, Romance, School, Shoujo",TV,12,PG-13 - Teens 13 or older,483,"Kiss Him, Not Me!",2016,23.0
484,481,"Adventure, Game, Shounen",TV,224,PG-13 - Teens 13 or older,484,Yu-Gi-Oh!,2000,23.0
485,7647,"Comedy, Romance, Seinen",TV,13,PG-13 - Teens 13 or older,485,Arakawa Under the Bridge,2010,24.0
486,8676,"Slice of Life, Comedy, Romance, School",TV,25,PG-13 - Teens 13 or older,487,Amagami SS (2010),2010,24.0
487,10030,"Comedy, Drama, Romance, Shounen",TV,25,PG-13 - Teens 13 or older,488,Bakuman. (2011),2011,24.0
488,323,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",TV,13,R+ - Mild Nudity,489,Paranoia Agent,2004,24.0
489,11981,"Mystery, Psychological, Drama, Magic, Thriller",Movie,1,PG-13 - Teens 13 or older,490,Puella Magi Madoka Magica the Movie:Rebellion,2013,116.0
490,228,"Mystery, Horror, Psychological, Supernatural",TV,26,R - 17+ (violence & profanity),490,Hell Girl,2005,25.0
491,384,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",TV,13,R+ - Mild Nudity,491,Gantz,2004,22.0
492,2605,"Comedy, Parody, School, Shounen",TV,12,R - 17+ (violence & profanity),493,"Sayonara, Zetsubou-Sensei",2007,24.0
493,16762,"Action, Psychological, Supernatural, Shounen",OVA,1,R - 17+ (violence & profanity),493,The Future Diary:Redial,2013,29.0
494,12531,"Drama, Josei, Music, Romance, School",TV,12,PG-13 - Teens 13 or older,494,Kids on the Slope,2012,22.0
495,11785,"Sci-Fi, Comedy, Parody",TV,12,PG-13 - Teens 13 or older,496,Nyaruko:Crawling With Love!,2012,24.0
496,13663,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",TV,12,R+ - Mild Nudity,497,To LOVE Ru Darkness,2012,23.0
497,16524,"Action, Sci-Fi, Adventure, Mecha",TV,13,PG-13 - Teens 13 or older,497,Gargantia on the Verdurous Planet,2013,23.0
498,15037,"Mystery, Horror, Supernatural",OVA,4,R - 17+ (violence & profanity),498,Corpse Party:Tortured Souls,2013,29.0
499,22877,"Action, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",TV,12,PG-13 - Teens 13 or older,499,Blade Dance of the Elementalers,2014,23.0
500,37171,"Comedy, School",TV,12,PG-13 - Teens 13 or older,500,Asobi Asobase:Workshop of Fun,2018,23.0
501,39534,"Comedy, School, Shounen, Supernatural",TV,12,PG-13 - Teens 13 or older,501,Toilet-bound Hanako-kun,2020,24.0
502,19369,"Harem, Comedy, Parody, Fantasy",TV,12,PG-13 - Teens 13 or older,503,Outbreak Company,2013,24.0
503,33926,"Action, Game",ONA,12,PG-13 - Teens 13 or older,504,The King's Avatar,2017,24.0
504,21431,"Drama, Mystery, Sci-Fi, Seinen",TV,13,R+ - Mild Nudity,505,Brynhildr in the Darkness,2014,23.0
505,430,"Military, Comedy, Historical, Drama, Fantasy, Shounen",Movie,1,PG-13 - Teens 13 or older,506,Fullmetal Alchemist:The Movie - Conqueror of Shamballa,2005,105.0
506,34934,"Drama, Romance, School",TV,12,PG-13 - Teens 13 or older,507,Love and Lies (2017),2017,24.0
507,30749,"Action, Harem, Supernatural, Romance, Ecchi, Fantasy, Mecha, School",TV,12,PG-13 - Teens 13 or older,509,Undefeated Bahamut Chronicle,2016,23.0
508,38472,"Comedy, Fantasy, Parody",TV,12,PG-13 - Teens 13 or older,510,Isekai Quartet,2019,12.0
509,10495,"Slice of Life, Comedy, School, Shoujo Ai",TV,12,PG-13 - Teens 13 or older,511,YuruYuri:Happy Go Lily,2011,23.0
510,572,"Adventure, Fantasy",Movie,1,PG-13 - Teens 13 or older,513,Nausicaä of the Valley of the Wind,1984,117.0
511,30363,"Action, Ecchi, Fantasy, Romance, Harem, Demons",TV,10,R+ - Mild Nudity,513,The Testament of Sister New Devil:Burst,2015,23.0
512,24,"Comedy, Romance, School, Shounen",TV,26,PG-13 - Teens 13 or older,514,School Rumble,2004,23.0
513,530,"Demons, Magic, Romance, Shoujo",TV,46,PG-13 - Teens 13 or older,514,Sailor Moon,1992,24.0
514,38790,"Action, Game, Sci-Fi, Adventure, Comedy, Fantasy",TV,12,PG-13 - Teens 13 or older,516,"BOFURI:I Don't Want to Get Hurt, so I'll Max Out My Defense.",2020,23.0
515,33502,"Sci-Fi, Drama, Romance, Fantasy",TV,12,PG-13 - Teens 13 or older,516,WorldEnd:What do you do at the end of the world? Are you busy? Will you save us?,2017,24.0
516,5,"Action, Drama, Mystery, Sci-Fi, Space",Movie,1,R - 17+ (violence & profanity),518,Cowboy Bebop:The Movie,2001,115.0
517,26349,"Slice of Life, Comedy, Romance, Seinen",TV,13,PG-13 - Teens 13 or older,519,I Can't Understand What My Husband Is Saying,2014,3.0
518,16706,"Harem, Comedy, Supernatural, Romance, Shounen",TV,12,PG-13 - Teens 13 or older,519,The World God Only Knows:Goddesses,2013,24.0
519,40052,"Action, Adventure, Mystery, Comedy, Psychological",ONA,23,R - 17+ (violence & profanity),520,Great Pretender,2020,23.0
520,35247,"Mystery, Comedy, Supernatural, Vampire",TV,7,R - 17+ (violence & profanity),521,Owarimonogatari Second Season,2017,22.0
521,32380,"Adventure, Comedy, Supernatural, Magic, Fantasy",OVA,1,PG-13 - Teens 13 or older,521,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,2016,23.0
522,2104,"Comedy, Parody, Romance, School, Shounen",TV,26,PG-13 - Teens 13 or older,522,My Bride is a Mermaid,2007,24.0
523,38483,"Harem, Comedy, Romance, School",TV,12,PG-13 - Teens 13 or older,523,ORESUKI Are you the only one who loves me?,2019,23.0
524,40902,"Ecchi, School, Shounen",TV,13,PG-13 - Teens 13 or older,524,Food Wars! The Fifth Plate,2020,23.0
525,31338,"Action, Sci-Fi, Harem, Romance, Ecchi, Mecha, School",TV,12,PG-13 - Teens 13 or older,526,Hundred,2016,24.0
526,202,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,PG-13 - Teens 13 or older,528,Wolf's Rain,2003,23.0
527,1292,"Action, Adventure, Samurai",TV,5,R+ - Mild Nudity,528,Afro Samurai,2007,27.0
528,12413,"Action, Adventure, Seinen",TV,12,R+ - Mild Nudity,528,Jormungand,2012,24.0
529,9367,"Action, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen",TV,12,R+ - Mild Nudity,531,Freezing,2011,24.0
530,3785,"Action, Sci-Fi, Psychological, Drama, Mecha",Movie,1,PG-13 - Teens 13 or older,531,Evangelion:3.0 You Can (Not) Redo,2012,96.0
531,2787,"Action, Supernatural, Drama, Romance, Fantasy, School",TV,24,PG-13 - Teens 13 or older,531,Shakugan no Shana:Season II,2007,24.0
532,39463,"Action, Mystery, Supernatural, Ecchi, Seinen",TV,13,R - 17+ (violence & profanity),533,Gleipnir,2020,23.0
533,5682,"Action, Drama, Seinen, Thriller",TV,26,R - 17+ (violence & profanity),533,Phantom:Requiem for the Phantom,2009,24.0
534,6033,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,97,PG-13 - Teens 13 or older,536,Dragon Ball Z Kai,2009,23.0
535,20057,"Sci-Fi, Space, Comedy",TV,13,PG-13 - Teens 13 or older,537,Space Dandy,2014,24.0
536,10396,"Action, Comedy, Martial Arts",TV,12,PG-13 - Teens 13 or older,537,Ben-To,2011,24.0
537,12365,"Comedy, Drama, Romance, Shounen",TV,25,PG-13 - Teens 13 or older,537,Bakuman. (2012),2012,24.0
538,9289,"Slice of Life, Comedy, Drama",TV,26,PG-13 - Teens 13 or older,538,Hanasaku Iroha:Blossoms for Tomorrow,2011,24.0
539,34240,"Sci-Fi, Music",Music,1,G - All Ages,539,Shelter,2016,6.0
540,39565,"Action, Super Power, Shounen",Movie,1,PG-13 - Teens 13 or older,542,Boku no Hero Academia the Movie 2: Heroes:Rising,2019,104.0
541,30911,"Action, Adventure, Magic, Fantasy",TV,12,PG-13 - Teens 13 or older,544,Tales of Zestiria the X,2016,23.0
542,35180,"Drama, Game, Seinen, Slice of Life",TV,22,PG-13 - Teens 13 or older,545,March Comes In Like A Lion 2nd Season,2017,25.0
543,24455,"Adventure, Ecchi, Fantasy, Harem, Romance",TV,13,R - 17+ (violence & profanity),545,Lord Marksman and Vanadis,2014,24.0
544,22135,"Drama, Psychological, Seinen, Sports",TV,11,PG-13 - Teens 13 or older,545,Ping Pong the Animation,2014,23.0
545,15379,"Comedy, Drama, Romance, School",TV,12,PG-13 - Teens 13 or older,546,The Troubled Life of Miss Kotoura,2013,23.0
546,25537,"Action, Fantasy, Magic, Supernatural",Movie,1,R - 17+ (violence & profanity),547,Fate/stay night:Heaven's Feel - I. Presage Flower,2017,120.0
547,32262,"Harem, Comedy, Supernatural, Romance, Ecchi, School",TV,12,PG-13 - Teens 13 or older,548,Love Tyrant,2017,23.0
548,38668,"Action, Comedy, Horror, Magic, Fantasy, Seinen",TV,12,R - 17+ (violence & profanity),550,Dorohedoro,2020,23.0
549,38186,"Harem, Comedy, Romance, School, Shounen",TV,13,PG-13 - Teens 13 or older,552,We Never Learn:BOKUBEN,2019,23.0
550,39017,"Mystery, Demons, Supernatural, Romance, Shounen",TV,12,R - 17+ (violence & profanity),552,In/Spectre,2020,24.0
551,27655,"Action, Mecha, Sci-Fi, Space",TV,12,R - 17+ (violence & profanity),552,Aldnoah.Zero (2015),2015,23.0
552,6500,"Action, Super Power, Supernatural, Ecchi, Seinen",TV,24,R+ - Mild Nudity,553,The Qwaser of Stigmata,2010,24.0
553,17247,"Action, Ecchi, Fantasy, School",TV,12,R+ - Mild Nudity,553,Unbreakable Machine-Doll,2013,23.0
554,66,"Slice of Life, Comedy, School",TV,26,PG-13 - Teens 13 or older,554,Azumanga Daioh:The Animation,2002,24.0
555,24405,"Action, Sci-Fi, Supernatural, School, Shounen",TV,73,PG-13 - Teens 13 or older,554,World Trigger,2014,23.0
556,14349,"Adventure, Comedy, Magic, Fantasy, School",Movie,1,PG-13 - Teens 13 or older,554,Little Witch Academia (2013),2013,26.0
557,1698,"Music, Slice of Life, Comedy, Drama, Romance, Josei",TV,23,PG-13 - Teens 13 or older,558,Nodame Cantabile,2007,22.0
558,33475,"Action, Comedy, School, Shounen",TV,12,PG-13 - Teens 13 or older,560,Armed Girl's Machiavellism,2017,23.0
559,39533,"Drama, Music, Romance, Shounen Ai, Slice of Life",TV,11,PG-13 - Teens 13 or older,561,Given,2019,22.0
560,2418,"Action, Adventure, Historical, Samurai",Movie,1,R - 17+ (violence & profanity),562,Sword of the Stranger,2007,103.0
561,101,"Slice of Life, Supernatural, Drama, Romance",TV,12,PG-13 - Teens 13 or older,563,Air,2005,24.0
562,6675,"Action, Sci-Fi, Cars, Sports",Movie,1,R+ - Mild Nudity,563,Redline,2009,102.0
563,1726,"Action, Demons, Fantasy",TV,12,R - 17+ (violence & profanity),563,Devil May Cry,2007,24.0
564,27991,"Action, Super Power, Supernatural",TV,13,PG-13 - Teens 13 or older,565,K:Return of Kings,2015,24.0
565,9181,"Sci-Fi, Harem, Comedy, Ecchi, School, Shounen",TV,12,R+ - Mild Nudity,565,Motto To LOVE Ru,2010,24.0
566,4975,"Sci-Fi, Harem, Mystery, Psychological, Supernatural",TV,12,R - 17+ (violence & profanity),567,ChäoS;HEAd,2008,27.0
567,5042,"Comedy, Ecchi, Harem, Romance, School, Seinen",OVA,12,R+ - Mild Nudity,568,Kiss x Sis,2008,24.0
568,11703,"Action, Comedy, Super Power, Supernatural, School, Shounen",TV,13,R - 17+ (violence & profanity),568,Code:Breaker,2012,24.0
569,4059,"Drama, Romance, School, Slice of Life",Special,1,PG-13 - Teens 13 or older,569,"Clannad:Another World, Tomoyo Chapter",2008,25.0
570,57,"Comedy, Drama, Music, Shounen, Slice of Life",TV,26,R - 17+ (violence & profanity),570,Beck:Mongolian Chop Squad,2004,25.0
571,72,"Action, Comedy, School",TV,12,PG-13 - Teens 13 or older,571,Full Metal Panic? Fumoffu,2003,24.0
572,32189,"Action, Mystery, Horror, Psychological",TV,12,R - 17+ (violence & profanity),572,Danganronpa 3:The End of Hope's Peak High School - Future Arc,2016,24.0
573,10490,"Action, Mystery, Horror, Supernatural, Vampire, School",TV,12,R - 17+ (violence & profanity),573,BLOOD-C,2011,23.0
574,32379,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,12,R+ - Mild Nudity,574,Berserk (2016),2016,24.0
575,20767,"Action, Adventure, Comedy, Supernatural, Shounen",OVA,2,PG-13 - Teens 13 or older,575,Noragami OVA,2014,24.0
576,31163,"Action, Sci-Fi, Seinen",TV,12,R - 17+ (violence & profanity),576,Dimension W,2016,24.0
577,12291,"Slice of Life, Comedy, Romance, School",TV,12,PG-13 - Teens 13 or older,578,Place to Place,2012,25.0
578,268,"Adventure, Comedy, Ecchi",OVA,6,R+ - Mild Nudity,579,Golden Boy,1995,29.0
579,21327,"Slice of Life, Comedy, School, Shounen",TV,12,PG-13 - Teens 13 or older,580,One Week Friends,2014,23.0
580,235,"Adventure, Mystery, Comedy, Police, Shounen",TV,Unknown,PG-13 - Teens 13 or older,580,Case Closed,1996,25.0
581,10163,"Action, Mystery, Super Power, Thriller",TV,11,PG-13 - Teens 13 or older,582,[C] CONTROL - The Money and Soul of Possibility,2011,22.0
582,861,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24,PG-13 - Teens 13 or older,583,xxxHOLiC,2006,24.0
583,9379,"Sci-Fi, Slice of Life, Comedy",TV,12,PG-13 - Teens 13 or older,584,Ground Control to Psychoelectric Girl,2011,24.0
584,20689,"Mystery, Comedy, Super Power, Drama",TV,12,R - 17+ (violence & profanity),585,Hamatora The Animation,2014,24.0
585,10721,"Mystery, Comedy, Dementia, Psychological, Drama",TV,24,R - 17+ (violence & profanity),588,Penguindrum,2011,24.0
586,31764,"Action, Adventure, Fantasy, Military",TV,13,R - 17+ (violence & profanity),589,Alderamin on the Sky,2016,23.0
587,31173,"Drama, Romance, Fantasy, Shoujo",TV,12,PG-13 - Teens 13 or older,589,Snow White with the Red Hair 2,2016,24.0
588,25681,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",TV,12,PG-13 - Teens 13 or older,589,Kamisama Kiss Season 2,2015,23.0
589,21647,"Comedy, Romance, Slice of Life",Movie,1,PG-13 - Teens 13 or older,590,Tamako Love Story,2014,83.0
590,17513,"Harem, School, Shoujo, Vampire",TV,12,R - 17+ (violence & profanity),590,Diabolik Lovers,2013,15.0
591,3002,"Game, Psychological, Thriller, Seinen",TV,26,R - 17+ (violence & profanity),592,Kaiji:Ultimate Survivor,2007,23.0
592,8407,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12,PG-13 - Teens 13 or older,592,Heaven's Lost Property:Forte,2010,23.0
593,8086,"Action, Adventure, Magic, Fantasy, Shounen",TV,24,R - 17+ (violence & profanity),594,The Legend of the Legendary Heroes,2010,24.0
594,39783,"Harem, Comedy, Romance, School, Shounen",TV,12,PG-13 - Teens 13 or older,595,The Quintessential Quintuplets 2,2021,24.0
595,35851,"Drama, Fantasy",Movie,1,PG-13 - Teens 13 or older,595,Maquia:When the Promised Flower Blooms,2018,115.0
596,20021,"Action, Adventure, Fantasy, Game, Romance",Special,1,PG-13 - Teens 13 or older,596,Sword Art Online:Extra Edition,2013,101.0
597,1559,"Action, Comedy, Martial Arts, School, Shounen",TV,50,PG-13 - Teens 13 or older,597,KenIchi:The Mightiest Disciple,2006,25.0
598,35466,"Romance, School, Slice of Life",Special,4,PG-13 - Teens 13 or older,598,ReLIFE: Kanketsu-hen,2018,23.0
599,11933,"Comedy, Historical, Romance",TV,12,PG-13 - Teens 13 or older,599,The Ambition of Oda Nobuna (2012),2012,24.0
600,9515,"Comedy, Ecchi, Supernatural",OVA,1,R+ - Mild Nudity,599,Highschool of the Dead: Drifters of the Dead,2011,16.0
601,79,"Harem, Comedy, Drama, Magic, Romance, Ecchi, Fantasy, School, Seinen",TV,24,R+ - Mild Nudity,600,Shuffle!,2005,23.0
602,21085,"Action, Fantasy, Magic, Seinen, Supernatural",TV,12,PG-13 - Teens 13 or older,603,Witch Craft Works,2014,23.0
