,MAL_ID,Genres,Type,Episodes,Rating,Popularity,Cleaned_Name,Year_Premiered,Duration_in_Minutes
199,10408,"Drama, Romance, Shoujo, Supernatural",Movie,1,G - All Ages,199,Hotarubi no Mori e,2011,45.0
200,6,"Action, Sci-Fi, Adventure, Comedy, Drama, Shounen",TV,26,PG-13 - Teens 13 or older,201,Trigun,1998,24.0
201,29786,"Comedy, Ecchi, School",TV,12,R+ - Mild Nudity,201,SHIMONETA:A Boring World Where the Concept of Dirty Jokes Doesn't Exist,2015,23.0
202,1210,"Comedy, Psychological, Drama, Romance",TV,24,R+ - Mild Nudity,203,Welcome to the N.H.K.,2006,24.0
203,270,"Action, Horror, Supernatural, Vampire, Seinen",TV,13,R - 17+ (violence & profanity),205,Hellsing,2001,23.0
204,37675,"Action, Magic, Fantasy, Game, Supernatural",TV,13,R - 17+ (violence & profanity),205,Overlord III,2018,23.0
205,33487,"Comedy, Harem, Romance, School, Shounen",TV,12,PG-13 - Teens 13 or older,207,Masamune-kun's Revenge,2017,24.0
206,1818,"Action, Adventure, Super Power, Demons, Supernatural, Fantasy, Shounen",TV,26,R+ - Mild Nudity,208,Claymore,2007,23.0
207,2993,"Harem, Comedy, Romance, Ecchi, Vampire, Fantasy, School, Shounen",TV,13,R+ - Mild Nudity,208,Rosario + Vampire,2008,25.0
208,32542,"Slice of Life, Comedy, School, Seinen",TV,12,PG-13 - Teens 13 or older,209,Haven't You Heard? I'm Sakamoto,2016,24.0
209,32729,"Sci-Fi, Drama, Romance, School, Shoujo",TV,13,PG-13 - Teens 13 or older,210,Orange,2016,24.0
210,37991,"Action, Adventure, Shounen",TV,39,R - 17+ (violence & profanity),211,JoJo's Bizarre Adventure:Golden Wind,2018,23.0
211,30694,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",TV,131,PG-13 - Teens 13 or older,212,Dragon Ball Super,2015,23.0
212,31798,"Sci-Fi, Drama, Romance",TV,12,PG-13 - Teens 13 or older,213,Kiznaiver,2016,24.0
213,30307,"Harem, Comedy, Romance, Ecchi, Fantasy, Seinen",TV,12,R+ - Mild Nudity,214,Monster Musume:Everyday Life with Monster Girls,2015,23.0
214,31859,"Action, Adventure, Drama, Fantasy",TV,12,PG-13 - Teens 13 or older,215,Grimgar:Ashes and Illusions,2016,24.0
215,11633,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",TV,10,PG-13 - Teens 13 or older,217,Blood Lad,2013,24.0
216,28927,"Action, Military, Supernatural, Drama, Vampire, Shounen",TV,12,R - 17+ (violence & profanity),218,Seraph of the End:Battle in Nagoya,2015,23.0
217,1887,"Slice of Life, Comedy, Parody, School",TV,24,PG-13 - Teens 13 or older,218,Lucky☆Star,2007,24.0
218,40221,"Action, Adventure, Mystery, Drama, Fantasy",TV,13,PG-13 - Teens 13 or older,219,Tower of God,2020,23.0
219,6347,"Comedy, Romance, School, Super Power",TV,13,PG-13 - Teens 13 or older,221,Baka & Test - Summon the Beasts,2010,24.0
220,35968,"Comedy, Romance, Slice of Life",TV,11,PG-13 - Teens 13 or older,222,Wotakoi:Love is Hard for Otaku,2018,22.0
221,33506,"Action, Demons, Supernatural, Fantasy, Shounen",TV,12,PG-13 - Teens 13 or older,222,Blue Exorcist:Kyoto Saga,2017,24.0
222,8841,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,12,R - 17+ (violence & profanity),223,Is This a Zombie?,2011,24.0
223,34566,"Action, Adventure, Super Power, Martial Arts, Shounen",TV,Unknown,PG-13 - Teens 13 or older,223,Boruto:Naruto Next Generations,2017,23.0
224,2476,"Harem, Drama, Romance, School",TV,12,R+ - Mild Nudity,225,School Days,2007,25.0
225,18671,"Comedy, Drama, Romance, School, Slice of Life",TV,12,PG-13 - Teens 13 or older,226,"Love, Chunibyo & Other Delusions!:Heart Throb",2014,24.0
226,16742,"Slice of Life, Comedy, School",TV,12,PG-13 - Teens 13 or older,227,"WataMote:No Matter How I Look At It, It's You Guys' Fault I'm Unpopular!",2013,24.0
227,32901,"Comedy, Drama, Romance, Ecchi",TV,12,PG-13 - Teens 13 or older,227,Eromanga Sensei,2017,23.0
228,31765,"Action, Game, Adventure, Romance, Fantasy",Movie,1,R+ - Mild Nudity,229,Sword Art Online the Movie -Ordinal Scale-,2017,119.0
229,8525,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,PG-13 - Teens 13 or older,230,The World God Only Knows,2010,23.0
230,24415,"Comedy, Sports, School, Shounen",TV,25,PG-13 - Teens 13 or older,232,Kuroko's Basketball 3,2015,24.0
231,17074,"Mystery, Comedy, Supernatural, Romance, Vampire",TV,26,R - 17+ (violence & profanity),232,Monogatari Series:Second Season,2013,24.0
232,7791,"Comedy, Music, School, Slice of Life",TV,26,PG-13 - Teens 13 or older,233,K-ON! Season 2,2010,24.0
233,23281,"Action, Sci-Fi, Police, Psychological",TV,11,R - 17+ (violence & profanity),234,Psycho-Pass 2,2014,23.0
234,22789,"Comedy, Slice of Life",TV,12,PG-13 - Teens 13 or older,235,Barakamon,2014,22.0
235,9041,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",TV,12,PG-13 - Teens 13 or older,236,Infinite Stratos,2011,24.0
236,37347,"Action, Adventure, Comedy, Romance, Fantasy",TV,12,PG-13 - Teens 13 or older,237,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,2019,24.0
237,18277,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy, School",TV,24,R+ - Mild Nudity,238,Strike the Blood,2013,24.0
238,27787,"Comedy, Harem, Romance, School, Shounen",TV,12,PG-13 - Teens 13 or older,239,Nisekoi:False Love (2015),2015,24.0
239,22147,"Comedy, Drama, Fantasy, Magic",TV,13,PG-13 - Teens 13 or older,240,Amagi Brilliant Park,2014,24.0
240,28825,"Comedy, School, Seinen, Slice of Life",TV,12,PG-13 - Teens 13 or older,241,Himouto! Umaru-chan,2015,24.0
241,7674,"Comedy, Drama, Romance, Shounen",TV,25,PG-13 - Teens 13 or older,242,Bakuman. (2010),2010,24.0
242,7311,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",Movie,1,PG-13 - Teens 13 or older,243,The Disappearance of Haruhi Suzumiya,2010,162.0
243,23321,"Action, Game, Adventure, Magic, Fantasy",TV,25,PG-13 - Teens 13 or older,245,Log Horizon 2,2014,24.0
244,28497,"Action, Adventure, Fantasy, Magic, Mystery",TV,12,PG-13 - Teens 13 or older,245,Rokka:Braves of the Six Flowers,2015,24.0
245,3455,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen",TV,26,R+ - Mild Nudity,245,To LOVE Ru,2008,24.0
246,14075,"Action, Mystery, Psychological, Drama, Magic, Fantasy, Shounen",TV,24,PG-13 - Teens 13 or older,247,Blast of Tempest,2012,24.0
247,39617,"Sci-Fi, Mystery, Psychological, Thriller, Shounen",TV,11,R - 17+ (violence & profanity),248,The Promised Neverland Season 2,2021,22.0
248,32867,"Action, Mystery, Seinen, Super Power, Supernatural",TV,12,R - 17+ (violence & profanity),248,Bungo Stray Dogs 2,2016,23.0
249,34902,"Comedy, Romance, School, Shounen",TV,12,PG-13 - Teens 13 or older,249,Tsuredure Children,2017,12.0
250,790,"Psychological, Mystery, Sci-Fi",TV,23,R - 17+ (violence & profanity),249,Ergo Proxy,2006,25.0
251,30544,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,PG-13 - Teens 13 or older,250,The Asterisk War,2015,23.0
252,41353,"Action, Sci-Fi, Adventure, Comedy, Supernatural, Martial Arts, Fantasy",TV,13,PG-13 - Teens 13 or older,253,The God of High School (2020),2020,23.0
253,3457,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,PG-13 - Teens 13 or older,254,Vampire Knight,2008,24.0
254,339,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,13,R - 17+ (violence & profanity),255,Serial Experiments Lain,1998,23.0
255,14289,"Drama, Romance, School, Shoujo",TV,13,PG-13 - Teens 13 or older,256,"Say ""I Love You"".",2012,24.0
256,392,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",TV,112,PG-13 - Teens 13 or older,257,Yu Yu Hakusho:Ghost Files,1992,24.0
257,28297,"Comedy, Romance, Shoujo",TV,24,PG-13 - Teens 13 or older,258,My Love Story!!,2015,22.0
258,32951,"Action, Magic, Fantasy, School",TV,12,R - 17+ (violence & profanity),258,Akashic Records of Bastard Magic Instructor,2017,24.0
259,36949,"Ecchi, School, Shounen",TV,12,PG-13 - Teens 13 or older,259,Food Wars! The Third Plate:Totsuki Train Arc,2018,24.0
260,38826,"Slice of Life, Drama, Romance, Fantasy",Movie,1,PG-13 - Teens 13 or older,259,Weathering With You,2019,114.0
261,23233,"Action, Ecchi, Fantasy, Romance, Harem, Demons",TV,12,R+ - Mild Nudity,261,The Testament of Sister New Devil (2015),2015,23.0
262,31722,"Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural",TV,4,PG-13 - Teens 13 or older,262,The Seven Deadly Sins:Signs of Holy War,2016,24.0
263,225,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,PG-13 - Teens 13 or older,262,Dragon Ball GT,1996,23.0
264,32998,"Action, Drama, Historical",TV,12,R - 17+ (violence & profanity),265,91 Days,2016,24.0
265,43,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,R+ - Mild Nudity,265,Ghost in the Shell,1995,82.0
266,37799,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,R - 17+ (violence & profanity),268,Tokyo Ghoul:re 2nd Season,2018,24.0
267,16067,"Drama, Fantasy, Romance",TV,26,PG-13 - Teens 13 or older,269,A Lull in the Sea,2013,23.0
268,11499,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",TV,12,R+ - Mild Nudity,270,Sankarea:Undying Love,2012,24.0
269,32949,"Drama, Romance, School, Seinen",TV,12,R+ - Mild Nudity,272,Scum's Wish,2017,22.0
270,7724,"Horror, Mystery, Supernatural, Thriller, Vampire",TV,22,R - 17+ (violence & profanity),272,Shiki,2010,22.0
271,5630,"Action, Sci-Fi, Mystery, Drama, Romance, Thriller",TV,11,R - 17+ (violence & profanity),274,Eden of The East,2009,23.0
272,38883,"Comedy, Sports, Drama, School, Shounen",TV,13,PG-13 - Teens 13 or older,276,Haikyuu!!: To the Top,2020,24.0
273,527,"Action, Adventure, Comedy, Kids, Fantasy",TV,276,PG - Children,277,Pokémon,1997,24.0
274,15315,"Action, Comedy, Fantasy, Supernatural",TV,10,PG-13 - Teens 13 or older,277,"Problem children are coming from another world, aren't they?",2013,23.0
275,33489,"Adventure, Comedy, Fantasy, Magic, School",TV,25,G - All Ages,279,Little Witch Academia (2017),2017,24.0
276,1604,"Action, Comedy, Shounen, Super Power",TV,203,PG-13 - Teens 13 or older,279,Reborn!,2006,24.0
277,355,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,24,PG-13 - Teens 13 or older,279,Shakugan no Shana:Season I,2005,24.0
278,31646,"Drama, Game, Seinen, Slice of Life",TV,22,PG-13 - Teens 13 or older,280,March comes in like a lion,2016,25.0
279,9513,"Action, Comedy, Demons, Supernatural, School, Shounen",TV,60,PG-13 - Teens 13 or older,280,Beelzebub,2011,24.0
280,39195,"Slice of Life, Psychological, Drama, Shounen",TV,12,R - 17+ (violence & profanity),281,Beastars,2019,22.0
281,6213,"Action, Sci-Fi, Super Power",TV,24,PG-13 - Teens 13 or older,281,A Certain Scientific Railgun,2009,24.0
282,34280,"Game, Comedy, Romance, School",TV,12,PG-13 - Teens 13 or older,283,Gamers!,2017,24.0
283,30123,"Fantasy, Romance, Drama, Shoujo",TV,12,PG-13 - Teens 13 or older,284,Snow White with the Red Hair,2015,24.0
284,17729,"Drama, Harem, Psychological, Romance, School",TV,13,R+ - Mild Nudity,284,The Fruit of Grisaia,2014,23.0
285,34618,"Slice of Life, Comedy",TV,12,PG-13 - Teens 13 or older,286,BLEND-S,2017,23.0
286,23277,"Harem, Comedy, Romance, Ecchi, School",TV,12,PG-13 - Teens 13 or older,287,Saekano:How to Raise a Boring Girlfriend,2015,23.0
287,11577,"Sci-Fi, Drama",Movie,1,PG-13 - Teens 13 or older,288,Steins;Gate:The Movie − Load Region of Déjà Vu,2013,90.0
288,19163,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,10,R - 17+ (violence & profanity),290,Date A Live II,2014,24.0
289,31580,"Action, Mystery, Horror, Supernatural, Seinen",TV,13,R - 17+ (violence & profanity),290,Ajin:Demi-Human,2016,24.0
290,40839,"Comedy, Romance, School, Shounen",TV,12,PG-13 - Teens 13 or older,291,Rent-a-Girlfriend,2020,24.0
291,6594,"Action, Adventure, Historical, Martial Arts, Romance",TV,12,R - 17+ (violence & profanity),291,Katanagatari,2010,50.0
292,7593,"Harem, Comedy, Romance, Ecchi, School, Seinen",TV,12,R+ - Mild Nudity,292,Kiss x Sis (TV),2010,24.0
293,578,"Drama, Historical",Movie,1,PG-13 - Teens 13 or older,293,Grave of the Fireflies,1988,88.0
294,38101,"Harem, Comedy, Romance, School, Shounen",TV,12,PG-13 - Teens 13 or older,293,The Quintessential Quintuplets,2019,24.0
295,37141,"Comedy, Shounen",TV,13,PG-13 - Teens 13 or older,295,Cells at Work! (2018),2018,23.0
296,6707,"Action, Comedy, Historical, Demons, Supernatural, Shounen",TV,12,R - 17+ (violence & profanity),298,Black Butler II,2010,24.0
297,14713,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",TV,13,PG-13 - Teens 13 or older,299,Kamisama Kiss,2012,24.0
298,22729,"Action, Military, Sci-Fi, Mecha",TV,12,R - 17+ (violence & profanity),299,Aldnoah.Zero (2014),2014,23.0
299,2034,"Comedy, Romance, Shoujo",TV,24,PG-13 - Teens 13 or older,299,Lovely Complex,2007,24.0
300,36098,Drama,Movie,1,PG-13 - Teens 13 or older,300,I want to eat your pancreas,2018,108.0
301,33,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,25,R+ - Mild Nudity,301,Berserk (1997),1997,25.0
302,25183,"Action, Drama, Seinen",TV,12,R - 17+ (violence & profanity),303,Gangsta. (2015),2015,23.0
303,37086,"Drama, Game, Mystery, Psychological, School, Shounen",TV,12,R - 17+ (violence & profanity),303,Kakegurui××,2019,24.0
304,8425,"Mystery, Historical, Drama, Romance",TV,24,R - 17+ (violence & profanity),307,Gosick,2011,24.0
305,4382,"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",TV,14,PG-13 - Teens 13 or older,307,The Melancholy of Haruhi Suzumiya Season 2,2009,24.0
306,37210,"Comedy, Ecchi, Fantasy, Harem, Magic",TV,12,PG-13 - Teens 13 or older,307,How Not to Summon a Demon Lord,2018,23.0
307,39597,"Action, Game, Adventure, Romance, Fantasy",TV,12,R - 17+ (violence & profanity),308,Sword Art Online Alicization War of Underworld,2019,23.0
308,36896,"Action, Shounen, Super Power",Movie,1,PG-13 - Teens 13 or older,310,My Hero Academia:Two Heroes,2018,96.0
309,27631,"Action, Fantasy, Military, Sci-Fi",TV,13,R - 17+ (violence & profanity),311,God Eater,2015,23.0
310,5681,"Sci-Fi, Comedy",Movie,1,PG-13 - Teens 13 or older,311,Summer Wars,2009,114.0
311,14967,"Harem, Slice of Life, Comedy, Romance, School",TV,12,R+ - Mild Nudity,311,Haganai:I don't have many friends NEXT,2013,24.0
312,25397,"Action, Harem, Supernatural, Romance, Ecchi, School",TV,12,R - 17+ (violence & profanity),312,Absolute Duo,2015,24.0
313,120,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",TV,26,PG-13 - Teens 13 or older,314,Fruits Basket,2001,24.0
314,36475,"Action, Fantasy, Game, Military, Sci-Fi",TV,12,PG-13 - Teens 13 or older,316,Sword Art Online Alternative: Gun Gale Online,2018,23.0
315,37105,"Slice of Life, Comedy, Seinen",TV,12,PG-13 - Teens 13 or older,317,Grand Blue Dreaming,2018,24.0
316,15689,"Comedy, Supernatural, Romance, Ecchi",TV,4,R - 17+ (violence & profanity),317,Nekomonogatari Black,2012,24.0
317,34542,"Action, Drama, Psychological, Sci-Fi, Seinen",TV,11,R - 17+ (violence & profanity),318,Inuyashiki:Last Hero,2017,22.0
318,136,"Action, Adventure, Super Power, Fantasy, Shounen",TV,62,PG-13 - Teens 13 or older,319,Hunter x Hunter (1999),1999,23.0
319,1840,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",TV,12,PG-13 - Teens 13 or older,319,The Familiar of Zero:Knight of the Twin Moons,2007,23.0
320,38040,"Adventure, Comedy, Fantasy, Magic, Parody, Supernatural",Movie,1,PG-13 - Teens 13 or older,321,KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson,2019,90.0
321,71,"Action, Military, Sci-Fi, Comedy, Mecha",TV,24,R - 17+ (violence & profanity),322,Full Metal Panic!,2002,24.0
322,31637,"Action, Military, Adventure, Fantasy",TV,12,R - 17+ (violence & profanity),322,GATE (2016),2016,23.0
323,36649,"Action, Adventure, Drama, Shoujo",TV,24,R - 17+ (violence & profanity),323,Banana Fish,2018,22.0
324,4081,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,13,PG-13 - Teens 13 or older,325,Natsume's Book of Friends,2008,24.0
325,40852,"Sci-Fi, Adventure, Shounen",TV,11,PG-13 - Teens 13 or older,325,Dr. Stone: Stone Wars,2021,24.0
326,31339,"Action, Adventure, Comedy, Historical, Samurai, Fantasy, Seinen",TV,12,R - 17+ (violence & profanity),326,Drifters (2016),2016,23.0
327,39701,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",TV,24,PG-13 - Teens 13 or older,327,The Seven Deadly Sins:Wrath of the Gods,2019,24.0
328,877,"Music, Slice of Life, Comedy, Drama, Romance, Shoujo",TV,47,R+ - Mild Nudity,328,Nana,2006,23.0
329,28977,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV,51,PG-13 - Teens 13 or older,329,Gintama Season 4,2015,24.0
330,11013,"Comedy, Supernatural, Romance, Shounen",TV,12,PG-13 - Teens 13 or older,331,Inu X Boku Secret Service,2012,24.0
331,59,"Sci-Fi, Comedy, Drama, Romance, Ecchi, Seinen",TV,26,PG-13 - Teens 13 or older,332,Chobits,2002,24.0
332,37982,"Drama, Romance, School, Shounen",TV,12,R+ - Mild Nudity,332,Domestic Girlfriend,2019,25.0
333,7088,"Action, Harem, Comedy, Magic, Ecchi, Fantasy, School",TV,12,R+ - Mild Nudity,333,Demon King Daimao,2010,23.0
334,14749,"Comedy, Harem, Romance, School",TV,13,PG-13 - Teens 13 or older,335,Oreshura,2013,23.0
335,5341,"Adventure, Historical, Romance, Fantasy",TV,12,PG-13 - Teens 13 or older,336,Spice and Wolf II,2009,24.0
336,8675,"Comedy, School, Shounen, Slice of Life",TV,13,R - 17+ (violence & profanity),337,Seitokai Yakuindomo,2010,24.0
337,5958,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",TV,13,PG-13 - Teens 13 or older,338,Heaven's Lost Property,2009,24.0
338,10162,"Slice of Life, Josei",TV,11,PG-13 - Teens 13 or older,339,Bunny Drop,2011,22.0
339,10110,"Harem, Comedy, Romance, Ecchi, School",TV,13,R+ - Mild Nudity,341,Mayo Chiki!,2011,24.0
340,437,"Dementia, Drama, Horror, Psychological",Movie,1,R+ - Mild Nudity,342,Perfect Blue,1998,80.0
341,31442,"Action, Comedy, Fantasy, Slice of Life, Supernatural",TV,13,PG-13 - Teens 13 or older,342,Myriad Colors Phantom World,2016,24.0
342,39547,"Slice of Life, Comedy, Drama, Romance, School",TV,12,PG-13 - Teens 13 or older,343,My Teen Romantic Comedy SNAFU Climax!,2020,24.0
343,1889,"Mystery, Psychological, Supernatural, Thriller",TV,24,R - 17+ (violence & profanity),344,When They Cry:Kai,2007,24.0
344,23199,"Action, Mystery, Supernatural",TV,12,R - 17+ (violence & profanity),344,Durarara!! x2 Shou,2015,24.0
345,45,"Action, Adventure, Comedy, Historical, Romance, Samurai, Shounen",TV,94,PG-13 - Teens 13 or older,345,Rurouni Kenshin,1996,25.0
346,263,"Comedy, Sports, Drama, Shounen",TV,75,PG-13 - Teens 13 or older,345,Fighting Spirit,2000,23.0
347,31404,"Game, Comedy, Romance, Ecchi, School",TV,12,PG-13 - Teens 13 or older,348,And you thought there is never a girl online?,2016,24.0
348,512,"Adventure, Comedy, Drama, Magic, Romance, Fantasy",Movie,1,G - All Ages,350,Kiki's Delivery Service,1989,105.0
349,1519,"Action, Seinen",TV,12,R - 17+ (violence & profanity),350,Black Lagoon:The Second Barrage,2006,24.0
350,35994,"Adventure, Horror, Psychological, Thriller",TV,16,R - 17+ (violence & profanity),351,Angels of Death,2018,23.0
351,237,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,PG-13 - Teens 13 or older,351,Eureka Seven,2005,24.0
352,1691,"Action, Magic, Romance, Fantasy, Shounen",TV,24,PG-13 - Teens 13 or older,353,Kaze no Stigma,2007,24.0
353,21603,"Sci-Fi, Comedy, Super Power, Supernatural, Romance",TV,12,PG-13 - Teens 13 or older,354,MEKAKUCITY ACTORS,2014,23.0
354,16011,"Action, Comedy, Supernatural, Magic, Romance, School",TV,24,PG-13 - Teens 13 or older,355,Tokyo Ravens,2013,23.0
355,32105,"Action, Supernatural, Romance, Fantasy, Shounen",TV,50,PG-13 - Teens 13 or older,356,Twin Star Exorcists,2016,24.0
356,38680,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",TV,25,PG-13 - Teens 13 or older,357,Fruits Basket 1st Season,2019,23.0
357,9260,Vampire,Movie,1,R - 17+ (violence & profanity),358,Kizumonogatari Part 1:Tekketsu,2016,64.0
358,15225,"Harem, Comedy, Supernatural, Romance, School",TV,12,PG-13 - Teens 13 or older,359,"The ""Hentai"" Prince and the Stony Cat.",2013,24.0
359,3712,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",TV,12,PG-13 - Teens 13 or older,360,The Familiar of Zero:Rondo of Princesses,2008,24.0
360,1943,"Dementia, Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,1,R+ - Mild Nudity,361,Paprika,2006,90.0
361,9969,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",TV,51,PG-13 - Teens 13 or older,362,Gintama Season 2,2011,24.0
362,2759,"Action, Sci-Fi, Psychological, Drama, Mecha",Movie,1,PG-13 - Teens 13 or older,363,Evangelion:1.0 You Are (Not) Alone,2007,100.0
363,8937,"Action, Magic, Sci-Fi, Super Power",TV,24,R - 17+ (violence & profanity),364,A Certain Magical Index II,2010,23.0
364,34561,"Action, Sci-Fi, Fantasy, Mecha",TV,22,R - 17+ (violence & profanity),365,Re:CREATORS,2017,24.0
365,2890,"Adventure, Fantasy",Movie,1,G - All Ages,366,Ponyo,2008,101.0
366,42897,"Slice of Life, Comedy, Romance, School, Shounen",TV,13,PG-13 - Teens 13 or older,366,Horimiya,2021,23.0
367,5530,"Adventure, Fantasy, Mystery, Shounen, Supernatural",TV,25,PG-13 - Teens 13 or older,368,PandoraHearts,2009,24.0
368,35860,"Slice of Life, Comedy, Romance, School, Shounen",TV,12,PG-13 - Teens 13 or older,368,Teasing Master Takagi-san,2018,23.0
369,8861,"Drama, Ecchi, Harem, Romance",TV,12,R+ - Mild Nudity,369,Yosuga no Sora,2010,25.0
370,38329,"Supernatural, Drama, Romance, School",Movie,1,PG-13 - Teens 13 or older,370,Rascal Does Not Dream of a Dreaming Girl,2019,90.0
371,34822,"Romance, School",TV,12,PG-13 - Teens 13 or older,371,Tsukigakirei,2017,24.0
372,39940,"Ecchi, School, Shounen",TV,12,PG-13 - Teens 13 or older,373,Food Wars! The Fourth Plate,2019,24.0
373,13659,"Comedy, Romance, Slice of Life",TV,13,PG-13 - Teens 13 or older,373,Oreimo 2,2013,24.0
374,40776,"Comedy, Sports, Drama, School, Shounen",TV,12,PG-13 - Teens 13 or older,375,Haikyuu!!: To the Top 2nd Season,2020,23.0
375,6956,"Comedy, Romance, Seinen, Slice of Life",TV,13,PG-13 - Teens 13 or older,375,Wagnaria!!,2010,24.0
376,38659,"Action, Adventure, Comedy, Fantasy",TV,12,PG-13 - Teens 13 or older,376,Cautious Hero:The Hero Is Overpowered but Overly Cautious,2019,23.0
377,40496,"Action, Demons, Magic, Fantasy, School",TV,13,R - 17+ (violence & profanity),377,The Misfit of Demon King Academy,2020,23.0
378,3784,"Action, Sci-Fi, Psychological, Drama, Mecha",Movie,1,PG-13 - Teens 13 or older,379,Evangelion:2.0 You Can (Not) Advance,2009,112.0
379,31181,"Mystery, Comedy, Supernatural, Vampire",TV,12,R - 17+ (violence & profanity),379,Owarimonogatari,2015,26.0
380,15051,"Music, Slice of Life, School",TV,13,PG-13 - Teens 13 or older,379,Love Live! School Idol Project,2013,23.0
381,6573,"Action, Sci-Fi, Mystery, Super Power",TV,12,R - 17+ (violence & profanity),381,Darker than Black:Gemini of the Meteor,2009,24.0
382,14833,"Adventure, Demons, Romance, Fantasy",TV,12,PG-13 - Teens 13 or older,382,Maoyu ~ Archenemy & Hero,2013,23.0
383,36882,"Action, Adventure, Fantasy, Harem",TV,13,PG-13 - Teens 13 or older,383,Arifureta:From Commonplace to World's Strongest (2019),2019,23.0
384,16870,"Action, Super Power, Romance, Martial Arts, Shounen",Movie,1,PG-13 - Teens 13 or older,384,The Last:Naruto the Movie,2014,112.0
385,25835,"Comedy, Drama",TV,24,PG-13 - Teens 13 or older,387,Shirobako,2014,24.0
386,34612,"Slice of Life, Comedy, Supernatural, School, Shounen",TV,24,PG-13 - Teens 13 or older,388,The Disastrous Life of Saiki K. 2,2018,24.0
387,40956,"Action, Supernatural, Shounen",TV,24,PG-13 - Teens 13 or older,388,Fire Force Season 2,2020,24.0
388,35203,"Adventure, Harem, Comedy, Magic, Romance, Fantasy",TV,12,PG-13 - Teens 13 or older,389,In Another World With My Smartphone,2017,24.0
389,10800,"Drama, Game, Josei, School, Slice of Life, Sports",TV,25,PG-13 - Teens 13 or older,389,Chihayafuru,2011,22.0
390,36296,"Comedy, Sci-Fi, Seinen, Slice of Life, Supernatural",TV,12,PG-13 - Teens 13 or older,391,Hinamatsuri (2018),2018,23.0
391,35839,"Adventure, Comedy, Drama",TV,13,PG-13 - Teens 13 or older,392,A Place Further Than The Universe,2018,23.0
392,33731,"Comedy, Demons, Supernatural, School, Shounen",TV,12,PG-13 - Teens 13 or older,393,Gabriel DropOut,2017,23.0
393,31741,"Action, Adventure, Fantasy, Magic, Shounen",TV,13,PG-13 - Teens 13 or older,394,Magi:Adventure of Sinbad,2016,24.0
394,4214,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",TV,13,R+ - Mild Nudity,394,Rosario + Vampire Capu2,2008,24.0
395,36563,"Action, Sci-Fi, Slice of Life, Sports, Drama",TV,13,R - 17+ (violence & profanity),395,MEGALOBOX,2018,24.0
396,10863,"Sci-Fi, Comedy, Thriller",Special,1,PG-13 - Teens 13 or older,397,Steins;Gate:Egoistic Poriomania,2012,24.0
397,40456,"Action, Historical, Demons, Supernatural, Shounen",Movie,1,R - 17+ (violence & profanity),398,Kimetsu no Yaiba Movie: Mugen Ressha-hen,2020,117.0
398,34382,"Drama, Romance, School, Shoujo Ai",TV,12,PG-13 - Teens 13 or older,398,Citrus,2018,23.0
399,36038,"Game, Comedy, Romance",ONA,10,PG-13 - Teens 13 or older,399,Recovery of an MMO Junkie,2017,23.0
400,24765,"Slice of Life, Psychological, School, Horror, Mystery",TV,12,R - 17+ (violence & profanity),399,School-Live!,2015,24.0
